2018-06-28 12:39:14,495 [  21975]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 10674 ms 
2018-06-28 12:39:14,495 [  21975]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 2073 classes 
2018-06-28 12:39:14,495 [  21975]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 1304 classes 
2018-06-28 12:39:14,495 [  21975]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 375 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 215 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 214 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 111 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.debugger.streams loaded 107 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 104 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 89 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - CVS loaded 79 classes 
2018-06-28 12:39:14,496 [  21976]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 67 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 63 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 59 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 53 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 45 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 44 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 37 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 36 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 31 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 23 classes 
2018-06-28 12:39:14,497 [  21977]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 22 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 18 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 16 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - testdoxon.TestDoxon loaded 16 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 14 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 13 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 11 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 6 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 6 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 5 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2018-06-28 12:39:14,498 [  21978]   INFO - llij.ide.plugins.PluginManager - XSLT-Debugger loaded 2 classes 
2018-06-28 12:39:14,505 [  21985]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:39:14,515 [  21995]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:39:14,709 [  22189]   INFO - tartup.impl.StartupManagerImpl - Some post-startup activities freeze UI for noticeable time. Please consider making them DumbAware to do them in background under modal progress, or just making them faster to speed up project opening. 
2018-06-28 12:39:14,709 [  22189]   INFO - tartup.impl.StartupManagerImpl - ProjectInspectionProfileStartUpActivity run in 186ms on UI thread 
2018-06-28 12:39:15,472 [  22952]   INFO - j.ide.ui.OptionsTopHitProvider - 313 ms spent to cache options in project 
2018-06-28 12:39:15,518 [  22998]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$PruneTask@134dab2a 
2018-06-28 12:39:15,592 [  23072]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$ManageLruProjectFilesTask@6df9d09f 
2018-06-28 12:39:15,725 [  23205]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:39:15,725 [  23205]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:39:15,798 [  23278]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRegistry$PopulateCachesTask@46080858 
2018-06-28 12:39:15,847 [  23327]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 12:39:15,848 [  23328]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 12:39:16,196 [  23676]   INFO - CompilerWorkspaceConfiguration - Available processors: 4 
2018-06-28 12:39:16,624 [  24104]   INFO -       ScriptTemplatesProviders - [kts] loading script definitions [] using cp:  
2018-06-28 12:39:29,122 [  36602]  ERROR - .impl.MessageBusConnectionImpl - null 
java.lang.NullPointerException
	at testdoxon.listener.EditorFileChangedListener.selectionChanged(EditorFileChangedListener.java:39)
	at sun.reflect.GeneratedMethodAccessor31.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:364)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy91.selectionChanged(Unknown Source)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$fireSelectionChanged$16(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5$1.run(FileEditorManagerImpl.java:1019)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.lambda$doWhenFocusSettlesDown$2(FocusManagerImpl.java:199)
	at com.intellij.util.ui.UIUtil.invokeLaterIfNeeded(UIUtil.java:2886)
	at com.intellij.ide.IdeEventQueue.ifFocusEventsInTheQueue(IdeEventQueue.java:173)
	at com.intellij.ide.IdeEventQueue.executeWhenAllFocusEventsLeftTheQueue(IdeEventQueue.java:132)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:190)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:196)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5.run(FileEditorManagerImpl.java:1016)
	at com.intellij.openapi.util.BusyObject$Impl$Simple.execute(BusyObject.java:108)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.notifyPublisher(FileEditorManagerImpl.java:1012)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.fireSelectionChanged(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.lambda$setCurrentWindow$3(EditorsSplitters.java:611)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.setCurrentWindow(EditorsSplitters.java:627)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.setCurrentWindow(FileEditorManagerImpl.java:596)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.disposeComposite(FileEditorManagerImpl.java:1588)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.lambda$closeFile$1(EditorWindow.java:237)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.closeFile(EditorWindow.java:216)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.closeFile(EditorsSplitters.java:519)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFileImpl$3(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFileImpl(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFile$2(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:129)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:620)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeAllFiles(FileEditorManagerImpl.java:1896)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$3.projectClosed(FileEditorManagerImpl.java:168)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy21.projectClosed(Unknown Source)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.fireProjectClosed(ProjectManagerImpl.java:785)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.lambda$closeProject$15(ProjectManagerImpl.java:679)
	at com.intellij.openapi.application.impl.ApplicationImpl.runWriteAction(ApplicationImpl.java:1010)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeProject(ProjectManagerImpl.java:676)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeAndDisposeAllProjects(ProjectManagerImpl.java:620)
	at com.intellij.openapi.application.impl.ApplicationImpl.lambda$disposeSelf$6(ApplicationImpl.java:232)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:137)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.application.impl.ApplicationImpl.disposeSelf(ApplicationImpl.java:230)
	at com.intellij.openapi.application.impl.ApplicationImpl.doExit(ApplicationImpl.java:772)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:748)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:737)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:714)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:709)
	at com.intellij.openapi.wm.impl.IdeFrameImpl$3.windowClosing(IdeFrameImpl.java:272)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.Window.processWindowEvent(Window.java:2054)
	at javax.swing.JFrame.processWindowEvent(JFrame.java:305)
	at java.awt.Window.processEvent(Window.java:2013)
	at java.awt.Component.dispatchEventImpl(Component.java:4903)
	at java.awt.Container.dispatchEventImpl(Container.java:2295)
	at java.awt.Window.dispatchEventImpl(Window.java:2746)
	at java.awt.Component.dispatchEvent(Component.java:4725)
	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:764)
	at java.awt.EventQueue.access$500(EventQueue.java:98)
	at java.awt.EventQueue$3.run(EventQueue.java:715)
	at java.awt.EventQueue$3.run(EventQueue.java:709)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:90)
	at java.awt.EventQueue$4.run(EventQueue.java:737)
	at java.awt.EventQueue$4.run(EventQueue.java:735)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.awt.EventQueue.dispatchEvent(EventQueue.java:734)
	at com.intellij.ide.IdeEventQueue.defaultDispatchEvent(IdeEventQueue.java:786)
	at com.intellij.ide.IdeEventQueue._dispatchEvent(IdeEventQueue.java:727)
	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:395)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:201)
	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:105)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:93)
	at java.awt.EventDispatchThread.run(EventDispatchThread.java:82)
2018-06-28 12:39:29,128 [  36608]  ERROR - .impl.MessageBusConnectionImpl - IntelliJ IDEA 2018.1.4  Build #IC-181.5087.20 
2018-06-28 12:39:29,157 [  36637]  ERROR - .impl.MessageBusConnectionImpl - JDK: 1.8.0_152-release 
2018-06-28 12:39:29,158 [  36638]  ERROR - .impl.MessageBusConnectionImpl - VM: OpenJDK 64-Bit Server VM 
2018-06-28 12:39:29,158 [  36638]  ERROR - .impl.MessageBusConnectionImpl - Vendor: JetBrains s.r.o 
2018-06-28 12:39:29,158 [  36638]  ERROR - .impl.MessageBusConnectionImpl - OS: Windows 7 
2018-06-28 12:39:29,158 [  36638]  ERROR - .impl.MessageBusConnectionImpl - Last Action:  
2018-06-28 12:39:29,158 [  36638]  ERROR - .impl.MessageBusConnectionImpl - Current Command: Exit 
2018-06-28 12:39:29,811 [  37291]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2018-06-28 12:39:29,812 [  37292]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2018-06-28 12:39:29,812 [  37292]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2018-06-28 12:39:29,859 [  37339]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2018-06-28 12:39:29,865 [  37345]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 12:39:29,882 [  37362]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 0 auto-detected files
Elapsed time on auto-detect: 0 ms 
2018-06-28 12:39:29,892 [  37372]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2018-06-28 12:39:29,896 [  37376]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2018-06-28 12:39:29,932 [  37412]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2018-06-28 12:39:29,935 [  37415]   INFO - plication.impl.ApplicationImpl - Write action Statistics:
Event number:     23
Total time spent: 765ms
Average duration: 33ms
Median  duration: 10ms
Max  duration:    360ms (it was 'write action (class com.intellij.openapi.project.impl.ProjectManagerImpl$$Lambda$1820/1007199066)') 
2018-06-28 12:39:29,936 [  37416]   INFO - plication.impl.ApplicationImpl - AnAction.update() Statistics:
Event number:     1503
Total time spent: 252ms
Average duration: 0ms
Median  duration: 0ms
Max  duration:    166ms (it was 'Stop action update (class com.intellij.execution.actions.StopAction)') 
2018-06-28 12:39:29,936 [  37416]   INFO - plication.impl.ApplicationImpl - Global instance threads created counter = 9; ProcessIOExecutorService threads: 3 
2018-06-28 12:39:29,948 [  37428]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2018-06-28 12:39:29,952 [  37432]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 12:47:47,182 [      0]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE STARTED ------------------------------------------------------ 
2018-06-28 12:47:47,376 [    194]   INFO -        #com.intellij.idea.Main - IDE: IntelliJ IDEA (build #IC-181.5087.20, 17 May 2018 00:47) 
2018-06-28 12:47:47,376 [    194]   INFO -        #com.intellij.idea.Main - OS: Windows 7 (6.1, amd64) 
2018-06-28 12:47:47,376 [    194]   INFO -        #com.intellij.idea.Main - JRE: 1.8.0_152-release-1136-b39 (JetBrains s.r.o) 
2018-06-28 12:47:47,376 [    194]   INFO -        #com.intellij.idea.Main - JVM: 25.152-b39 (OpenJDK 64-Bit Server VM) 
2018-06-28 12:47:47,383 [    201]   INFO -        #com.intellij.idea.Main - JVM Args: -Didea.classpath.index.enabled=false -Didea.config.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\config -Didea.is.internal=true -Didea.platform.prefix=Idea -Didea.plugins.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\plugins -Didea.required.plugins.id=testdoxon.TestDoxon -Didea.system.path=C:\Users\etenphi\DoxonProject\intellijIdea\application\TestDoxon\build\idea-sandbox\system -XX:MaxPermSize=250m -Xms256m -Xmx512m -Dfile.encoding=windows-1252 -Duser.country=US -Duser.language=en -Duser.variant -ea 
2018-06-28 12:47:47,384 [    202]   INFO -        #com.intellij.idea.Main - ext: C:\Users\etenphi\.gradle\caches\modules-2\files-2.1\com.jetbrains\jbre\jbrex8u152b1136.39_windows_x64\jre\lib\ext: [access-bridge-64.jar, cldrdata.jar, dnsns.jar, jaccess.jar, jfxrt.jar, localedata.jar, meta-index, nashorn.jar, sunec.jar, sunjce_provider.jar, sunmscapi.jar, sunpkcs11.jar, zipfs.jar] 
2018-06-28 12:47:47,384 [    202]   INFO -        #com.intellij.idea.Main - JNU charset: Cp1252 
2018-06-28 12:47:47,436 [    254]   INFO -        #com.intellij.idea.Main - JNA library (64-bit) loaded in 51 ms 
2018-06-28 12:47:47,442 [    260]   INFO - penapi.util.io.win32.IdeaWin32 - Native filesystem for Windows is operational 
2018-06-28 12:47:47,562 [    380]   INFO -     #com.intellij.util.ui.JBUI - User scale factor: 1.0 
2018-06-28 12:47:47,562 [    380]   INFO -     #com.intellij.util.ui.JBUI - System scale factor: 1.0 (IDE-managed HiDPI) 
2018-06-28 12:47:49,299 [   2117]   INFO - .intellij.idea.IdeaApplication - CPU cores: 4; ForkJoinPool.commonPool: java.util.concurrent.ForkJoinPool@733b4aa1[Running, parallelism = 3, size = 0, active = 0, running = 0, steals = 0, tasks = 0, submissions = 0]; factory: com.intellij.concurrency.IdeaForkJoinWorkerThreadFactory@39b40f16 
2018-06-28 12:47:50,203 [   3021]   INFO - llij.ide.plugins.PluginManager - Cannot find optional descriptor duplicates-groovy.xml 
2018-06-28 12:47:51,086 [   3904]   INFO - llij.ide.plugins.PluginManager - 35 plugins initialized in 1403 ms 
2018-06-28 12:47:51,119 [   3937]   INFO - llij.ide.plugins.PluginManager - Loaded bundled plugins: Android Support (10.3.0), Ant Support (1.0), Bytecode Viewer (0.1), CVS Integration (11), Copyright (8.1), Coverage (181.5087.20), Eclipse Integration (3.0), EditorConfig (181.5087.20), Git Integration (8.1), GitHub (181.5087.20), Gradle (181.5087.20), Groovy (9.0), I18n for Java (181.5087.20), IDEA CORE (181.5087.20), IntelliLang (8.0), JUnit (1.0), Java Bytecode Decompiler (181.5087.20), Java Stream Debugger (181.5087.20), JavaFX (1.0), Kotlin (1.2.31-release-IJ2018.1-1), Maven Integration (181.5087.20), Mercurial Integration (10.0), Plugin DevKit (1.0), Properties Support (181.5087.20), Settings Repository (181.5087.20), Smali Support (1.0), Subversion Integration (1.1), Task Management (1.0), Terminal (0.1), TestNG-J (8.0), UI Designer (181.5087.20), XPathView + XSLT Support (4), XSLT-Debugger (1.4), YAML (181.5087.20) 
2018-06-28 12:47:51,119 [   3937]   INFO - llij.ide.plugins.PluginManager - Loaded custom plugins: TestDoxon (1.0-SNAPSHOT) 
2018-06-28 12:47:56,512 [   9330]   INFO - ellij.util.io.PagedFileStorage - lower=100; upper=435; buffer=10; max=435 
2018-06-28 12:47:56,586 [   9404]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: C:\Users\etenphi\.gradle\caches\modules-2\files-2.1\com.jetbrains.intellij.idea\ideaIC\2018.1.4\e71547aca57b407944ded1c37c0b5f0168870619\ideaIC-2018.1.4\bin\win\fsnotifier64.exe 
2018-06-28 12:47:56,618 [   9436]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2018-06-28 12:47:56,984 [   9802]   INFO - pi.util.registry.RegistryState - Registry values changed by user: 
2018-06-28 12:47:56,984 [   9802]   INFO - pi.util.registry.RegistryState -   java.completion.argument.hints.internal = false 
2018-06-28 12:47:57,852 [  10670]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: Git4Idea] 
2018-06-28 12:47:57,927 [  10745]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: hg4idea] 
2018-06-28 12:47:58,206 [  11024]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.OptionsTopHitProvider$Activity@58548873 
2018-06-28 12:47:58,393 [  11211]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2018-06-28 12:47:58,454 [  11272]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63343 
2018-06-28 12:47:58,521 [  11339]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2018-06-28 12:47:58,948 [  11766]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:350, number of extensions:44 
2018-06-28 12:47:58,954 [  11772]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:6 
2018-06-28 12:47:59,000 [  11818]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:34, number of extensions:49 
2018-06-28 12:47:59,004 [  11822]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:3 
2018-06-28 12:47:59,433 [  12251]   INFO - plication.impl.ApplicationImpl - 89 application components initialized in 9757ms 
2018-06-28 12:47:59,478 [  12296]   INFO - .intellij.idea.IdeaApplication - App initialization took 13690 ms 
2018-06-28 12:47:59,481 [  12299]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 332 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 174 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 129 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 52 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - CVS loaded 40 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 31 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 18 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 15 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 15 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 14 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 13 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 13 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 11 classes 
2018-06-28 12:47:59,482 [  12300]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 10 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 10 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 9 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 7 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 6 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 4 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 3 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 2 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 1 classes 
2018-06-28 12:47:59,483 [  12301]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 1 classes 
2018-06-28 12:48:00,957 [  13775]   INFO - pl$FileIndexDataInitialization - Initialization done:2003 
