2018-06-28 13:00:22,301 [   3949]   INFO - llij.ide.plugins.PluginManager - Loaded custom plugins: TestDoxon (1.0-SNAPSHOT) 
2018-06-28 13:00:28,057 [   9705]   INFO - ellij.util.io.PagedFileStorage - lower=100; upper=435; buffer=10; max=435 
2018-06-28 13:00:28,130 [   9778]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: C:\Users\etenphi\.gradle\caches\modules-2\files-2.1\com.jetbrains.intellij.idea\ideaIC\2018.1.4\e71547aca57b407944ded1c37c0b5f0168870619\ideaIC-2018.1.4\bin\win\fsnotifier64.exe 
2018-06-28 13:00:28,162 [   9810]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2018-06-28 13:00:28,513 [  10161]   INFO - pi.util.registry.RegistryState - Registry values changed by user: 
2018-06-28 13:00:28,513 [  10161]   INFO - pi.util.registry.RegistryState -   java.completion.argument.hints.internal = false 
2018-06-28 13:00:29,235 [  10883]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: Git4Idea] 
2018-06-28 13:00:29,290 [  10938]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: hg4idea] 
2018-06-28 13:00:29,575 [  11223]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.OptionsTopHitProvider$Activity@5133b176 
2018-06-28 13:00:29,762 [  11410]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2018-06-28 13:00:29,847 [  11495]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63343 
2018-06-28 13:00:29,908 [  11556]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2018-06-28 13:00:30,327 [  11975]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:343, number of extensions:44 
2018-06-28 13:00:30,333 [  11981]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:6 
2018-06-28 13:00:30,374 [  12022]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:31, number of extensions:49 
2018-06-28 13:00:30,376 [  12024]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:1 
2018-06-28 13:00:30,779 [  12427]   INFO - plication.impl.ApplicationImpl - 89 application components initialized in 10028ms 
2018-06-28 13:00:30,802 [  12450]   INFO - .intellij.idea.IdeaApplication - App initialization took 13785 ms 
2018-06-28 13:00:30,807 [  12455]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 332 classes 
2018-06-28 13:00:30,807 [  12455]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 174 classes 
2018-06-28 13:00:30,807 [  12455]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 129 classes 
2018-06-28 13:00:30,807 [  12455]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 52 classes 
2018-06-28 13:00:30,807 [  12455]   INFO - llij.ide.plugins.PluginManager - CVS loaded 40 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 31 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 18 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 15 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 15 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 14 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 13 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 13 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 12 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 11 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 10 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 9 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 7 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 6 classes 
2018-06-28 13:00:30,808 [  12456]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 4 classes 
2018-06-28 13:00:30,809 [  12457]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 3 classes 
2018-06-28 13:00:30,809 [  12457]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 2 classes 
2018-06-28 13:00:30,809 [  12457]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 1 classes 
2018-06-28 13:00:30,809 [  12457]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 1 classes 
2018-06-28 13:00:32,373 [  14021]   INFO - pl$FileIndexDataInitialization - Initialization done:2039 
2018-06-28 13:00:32,661 [  14309]   INFO - exImpl$StubIndexInitialization - Initialization done:287 
2018-06-28 13:00:33,109 [  14757]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-06-28 13:00:33,450 [  15098]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@61930458 
2018-06-28 13:00:36,297 [  17945]   INFO - ellij.project.impl.ProjectImpl - 154 project components initialized in 4270 ms 
2018-06-28 13:00:36,518 [  18166]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@25911e33 
2018-06-28 13:00:36,582 [  18230]   INFO - le.impl.ModuleManagerComponent - 1 module(s) loaded in 283 ms 
2018-06-28 13:00:36,902 [  18550]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2018-06-28 13:00:37,087 [  18735]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.codeInsight.completion.CompletionPreloader@41a58c18 
2018-06-28 13:00:37,097 [  18745]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.actions.GotoClassPresentationUpdater@504feaf0 
2018-06-28 13:00:37,776 [  19424]   INFO - CompilerBackwardReferenceIndex - backward reference index version differ due to: class java.io.FileNotFoundException 
2018-06-28 13:00:38,004 [  19652]   INFO - ntellij.internal.IconsLoadTime - IMG load time: ide_startup=63.87ms, average=1.00ms, median=1.41ms; number of icons: 64 
2018-06-28 13:00:38,118 [  19766]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@7e7c6752 
2018-06-28 13:00:38,165 [  19813]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 44ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 13:00:38,566 [  20214]   INFO - rojectCodeStyleSettingsManager - Initialized from default code style settings. 
2018-06-28 13:00:38,849 [  20497]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 677ms; general responsiveness: ok; EDT responsiveness: ok 
2018-06-28 13:00:39,153 [  20801]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: initial refresh 
2018-06-28 13:00:39,266 [  20914]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 13:00:39,274 [  20922]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 13:00:39,320 [  20968]   INFO - tartup.impl.StartupManagerImpl - OpenFilesActivity run in 1307ms under project opening modal progress 
2018-06-28 13:00:39,478 [  21126]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 14 millis 
2018-06-28 13:00:39,485 [  21133]   INFO - tartup.impl.StartupManagerImpl - ExternalSystemStartupActivity run in 107ms under project opening modal progress 
2018-06-28 13:00:39,539 [  21187]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 1586ms; general responsiveness: ok; EDT responsiveness: 0/1 sluggish, 1/1 very slow 
2018-06-28 13:00:39,803 [  21451]   INFO - ntellij.internal.IconsLoadTime - IMG load time: total=88.78ms, average=0.89ms, median=1.69ms; number of icons: 100 
2018-06-28 13:00:39,845 [  21493]   WARN - openapi.wm.impl.ToolWindowImpl - ToolWindow icons should be 13x13. Please fix ToolWindow (ID:  TestDoxon) or icon jar:file:/C:/Users/etenphi/DoxonProject/intellijIdea/application/TestDoxon/build/idea-sandbox/plugins/TestDoxon/lib/TestDoxon-1.0-SNAPSHOT.jar!/icons/testDox16px.png 
2018-06-28 13:00:41,686 [  23334]   INFO -       ScriptTemplatesProviders - [kts] loading script definitions [] using cp:  
2018-06-28 13:00:41,967 [  23615]   INFO - j.ide.ui.OptionsTopHitProvider - 633 ms spent to cache options in application 
2018-06-28 13:00:42,377 [  24025]   INFO - j.ide.ui.OptionsTopHitProvider - 449 ms spent to cache options in project 
2018-06-28 13:00:42,604 [  24252]   INFO - tartup.impl.StartupManagerImpl - C:/Users/etenphi/IdeaProjects/untitled2/.idea case-sensitivity: expected=false actual=false 
2018-06-28 13:00:42,657 [  24305]   INFO - pl.projectlevelman.NewMappings - VCS Root: [] - [<Project>] 
2018-06-28 13:00:43,126 [  24774]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 11321 ms 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 2346 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 1359 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 539 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 244 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 216 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 124 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 108 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.debugger.streams loaded 107 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 104 classes 
2018-06-28 13:00:43,126 [  24774]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 86 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 86 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - CVS loaded 79 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 67 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 66 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 59 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 55 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 37 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 36 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 31 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 27 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 23 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 18 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 17 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 17 classes 
2018-06-28 13:00:43,127 [  24775]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 16 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - testdoxon.TestDoxon loaded 16 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 11 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 9 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 8 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 5 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2018-06-28 13:00:43,128 [  24776]   INFO - llij.ide.plugins.PluginManager - XSLT-Debugger loaded 2 classes 
2018-06-28 13:00:43,205 [  24853]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$PruneTask@42a4d1ab 
2018-06-28 13:00:43,262 [  24910]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRepositoryFileCacheImpl$ManageLruProjectFilesTask@256acddc 
2018-06-28 13:00:43,419 [  25067]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 13:00:43,421 [  25069]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 13:00:43,515 [  25163]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.android.tools.idea.res.ResourceFolderRegistry$PopulateCachesTask@692c847b 
2018-06-28 13:00:43,545 [  25193]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-06-28 13:00:43,548 [  25196]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project 'C:\Users\etenphi\IdeaProjects\untitled2' untitled2 
2018-06-28 13:00:43,874 [  25522]   INFO - CompilerWorkspaceConfiguration - Available processors: 4 
2018-06-28 13:00:59,408 [  41056]  ERROR - .impl.MessageBusConnectionImpl - null 
java.lang.NullPointerException
	at testdoxon.listener.EditorFileChangedListener.selectionChanged(EditorFileChangedListener.java:41)
	at sun.reflect.GeneratedMethodAccessor31.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:364)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy91.selectionChanged(Unknown Source)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$fireSelectionChanged$16(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5$1.run(FileEditorManagerImpl.java:1019)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.lambda$doWhenFocusSettlesDown$2(FocusManagerImpl.java:199)
	at com.intellij.util.ui.UIUtil.invokeLaterIfNeeded(UIUtil.java:2886)
	at com.intellij.ide.IdeEventQueue.ifFocusEventsInTheQueue(IdeEventQueue.java:173)
	at com.intellij.ide.IdeEventQueue.executeWhenAllFocusEventsLeftTheQueue(IdeEventQueue.java:132)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:190)
	at com.intellij.openapi.wm.impl.FocusManagerImpl.doWhenFocusSettlesDown(FocusManagerImpl.java:196)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$5.run(FileEditorManagerImpl.java:1016)
	at com.intellij.openapi.util.BusyObject$Impl$Simple.execute(BusyObject.java:108)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.notifyPublisher(FileEditorManagerImpl.java:1012)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.fireSelectionChanged(FileEditorManagerImpl.java:1555)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.lambda$setCurrentWindow$3(EditorsSplitters.java:611)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.setCurrentWindow(EditorsSplitters.java:627)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.setCurrentWindow(FileEditorManagerImpl.java:596)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.disposeComposite(FileEditorManagerImpl.java:1588)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.lambda$closeFile$1(EditorWindow.java:237)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.EditorWindow.closeFile(EditorWindow.java:216)
	at com.intellij.openapi.fileEditor.impl.EditorsSplitters.closeFile(EditorsSplitters.java:519)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFileImpl$3(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.runChange(FileEditorManagerImpl.java:1639)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFileImpl(FileEditorManagerImpl.java:632)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.lambda$closeFile$2(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:129)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:626)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeFile(FileEditorManagerImpl.java:620)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl.closeAllFiles(FileEditorManagerImpl.java:1896)
	at com.intellij.openapi.fileEditor.impl.FileEditorManagerImpl$3.projectClosed(FileEditorManagerImpl.java:168)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at com.intellij.util.messages.impl.MessageBusConnectionImpl.deliverMessage(MessageBusConnectionImpl.java:117)
	at com.intellij.util.messages.impl.MessageBusImpl.doPumpMessages(MessageBusImpl.java:426)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpWaitingBuses(MessageBusImpl.java:387)
	at com.intellij.util.messages.impl.MessageBusImpl.pumpMessages(MessageBusImpl.java:376)
	at com.intellij.util.messages.impl.MessageBusImpl.sendMessage(MessageBusImpl.java:357)
	at com.intellij.util.messages.impl.MessageBusImpl.access$200(MessageBusImpl.java:43)
	at com.intellij.util.messages.impl.MessageBusImpl$2.invoke(MessageBusImpl.java:208)
	at com.sun.proxy.$Proxy21.projectClosed(Unknown Source)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.fireProjectClosed(ProjectManagerImpl.java:785)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.lambda$closeProject$15(ProjectManagerImpl.java:679)
	at com.intellij.openapi.application.impl.ApplicationImpl.runWriteAction(ApplicationImpl.java:1010)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeProject(ProjectManagerImpl.java:676)
	at com.intellij.openapi.project.impl.ProjectManagerImpl.closeAndDisposeAllProjects(ProjectManagerImpl.java:620)
	at com.intellij.openapi.application.impl.ApplicationImpl.lambda$disposeSelf$6(ApplicationImpl.java:232)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:137)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:95)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:85)
	at com.intellij.openapi.command.impl.CoreCommandProcessor.executeCommand(CoreCommandProcessor.java:71)
	at com.intellij.openapi.application.impl.ApplicationImpl.disposeSelf(ApplicationImpl.java:230)
	at com.intellij.openapi.application.impl.ApplicationImpl.doExit(ApplicationImpl.java:772)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:748)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:737)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:714)
	at com.intellij.openapi.application.impl.ApplicationImpl.exit(ApplicationImpl.java:709)
	at com.intellij.openapi.wm.impl.IdeFrameImpl$3.windowClosing(IdeFrameImpl.java:272)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.AWTEventMulticaster.windowClosing(AWTEventMulticaster.java:349)
	at java.awt.Window.processWindowEvent(Window.java:2054)
	at javax.swing.JFrame.processWindowEvent(JFrame.java:305)
	at java.awt.Window.processEvent(Window.java:2013)
	at java.awt.Component.dispatchEventImpl(Component.java:4903)
	at java.awt.Container.dispatchEventImpl(Container.java:2295)
	at java.awt.Window.dispatchEventImpl(Window.java:2746)
	at java.awt.Component.dispatchEvent(Component.java:4725)
	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:764)
	at java.awt.EventQueue.access$500(EventQueue.java:98)
	at java.awt.EventQueue$3.run(EventQueue.java:715)
	at java.awt.EventQueue$3.run(EventQueue.java:709)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:90)
	at java.awt.EventQueue$4.run(EventQueue.java:737)
	at java.awt.EventQueue$4.run(EventQueue.java:735)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:80)
	at java.awt.EventQueue.dispatchEvent(EventQueue.java:734)
	at com.intellij.ide.IdeEventQueue.defaultDispatchEvent(IdeEventQueue.java:786)
	at com.intellij.ide.IdeEventQueue._dispatchEvent(IdeEventQueue.java:727)
	at com.intellij.ide.IdeEventQueue.dispatchEvent(IdeEventQueue.java:395)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:201)
	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:105)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:93)
	at java.awt.EventDispatchThread.run(EventDispatchThread.java:82)
2018-06-28 13:00:59,411 [  41059]  ERROR - .impl.MessageBusConnectionImpl - IntelliJ IDEA 2018.1.4  Build #IC-181.5087.20 
2018-06-28 13:00:59,412 [  41060]  ERROR - .impl.MessageBusConnectionImpl - JDK: 1.8.0_152-release 
2018-06-28 13:00:59,412 [  41060]  ERROR - .impl.MessageBusConnectionImpl - VM: OpenJDK 64-Bit Server VM 
2018-06-28 13:00:59,412 [  41060]  ERROR - .impl.MessageBusConnectionImpl - Vendor: JetBrains s.r.o 
2018-06-28 13:00:59,412 [  41060]  ERROR - .impl.MessageBusConnectionImpl - OS: Windows 7 
2018-06-28 13:00:59,412 [  41060]  ERROR - .impl.MessageBusConnectionImpl - Last Action:  
2018-06-28 13:00:59,412 [  41060]  ERROR - .impl.MessageBusConnectionImpl - Current Command: Exit 
2018-06-28 13:00:59,991 [  41639]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2018-06-28 13:00:59,991 [  41639]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2018-06-28 13:00:59,992 [  41640]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2018-06-28 13:01:00,022 [  41670]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2018-06-28 13:01:00,027 [  41675]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 13:01:00,065 [  41713]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 0 auto-detected files
Elapsed time on auto-detect: 0 ms 
2018-06-28 13:01:00,081 [  41729]   INFO - pl.local.NativeFileWatcherImpl - Watcher terminated with exit code 0 
2018-06-28 13:01:00,092 [  41740]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2018-06-28 13:01:00,120 [  41768]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2018-06-28 13:01:00,124 [  41772]   INFO - plication.impl.ApplicationImpl - Write action Statistics:
Event number:     22
Total time spent: 618ms
Average duration: 28ms
Median  duration: 13ms
Max  duration:    137ms (it was 'write action (class com.intellij.openapi.project.impl.ProjectManagerImpl$$Lambda$1822/551869929)') 
2018-06-28 13:01:00,126 [  41774]   INFO - plication.impl.ApplicationImpl - AnAction.update() Statistics:
Event number:     2614
Total time spent: 167ms
Average duration: 0ms
Median  duration: 0ms
Max  duration:    66ms (it was 'Stop action update (class com.intellij.execution.actions.StopAction)') 
2018-06-28 13:01:00,126 [  41774]   INFO - plication.impl.ApplicationImpl - Global instance threads created counter = 8; ProcessIOExecutorService threads: 3 
2018-06-28 13:01:00,128 [  41776]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2018-06-28 13:01:00,134 [  41782]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2018-06-28 13:07:00,189 [      0]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE STARTED ------------------------------------------------------ 
2018-06-28 13:07:00,373 [    184]   INFO -        #com.intellij.idea.Main - IDE: IntelliJ IDEA (build #IC-181.5087.20, 17 May 2018 00:00) 
2018-06-28 13:07:00,373 [    184]   INFO -        #com.intellij.idea.Main - OS: Windows 7 (6.1, amd64) 
2018-06-28 13:07:00,373 [    184]   INFO -        #com.intellij.idea.Main - JRE: 1.8.0_152-release-1136-b39 (JetBrains s.r.o) 
